word,count
flies,1
flieth,1
flight,4
flint,1
flock,26
flocken,1
flocking,2
flocks,22
floods,3
floor,2
flora,2
flourish,2
flow,4
flower,8
flowerd,2
flowers,7
floweth,1
flowing,1
flowret,1
flowreth,1
flowrets,1
flowring,2
fluttring,1
fly,4
flying,1
foam,1
foe,4
foeman,1
foes,2
fold,1
folded,1
folds,3
folk,4
folks,1
follies,5
follow,3
followeth,1
folly,8
fon,5
fond,6
fondness,2
fonly,2
food,2
fool,1
foolery,3
foolish,8
foolishly,2
fools,2
foot,4
footing,2
forbear,4
forbearen,1
forbid,1
forcd,1
force,3
forced,3
forcing,1
forecast,1
forego,1
foreign,1
foresaid,2
foreslow,2
forest,3
forestall,2
forewent,1
forgo,1
forgotten,1
forhaile,2
forlorn,3
formal,1
formatted,1
forms,2
forsake,4
forsaken,1
forsay,2
forstallen,1
forswat,2
forswear,1
forswonk,2
forthright,1
forthwith,1
forthy,10
fortune,5
foul,3
foully,1
fountain,1
fourth,3
fowling,1
fox,9
foxes,2
fragments,1
fragrant,1
frame,8
framed,1
framing,1
frank,1
fraud,4
fraught,1
free,3
freed,1
freedom,1
freely,3
freezeth,1
freezing,1
french,4
frenne,2
frequent,1
fresh,11
friday,3
friend,9
friendly,1
friends,5
friendship,2
fro,4
frock,1
frorne,2
frost,5
frosty,4
froward,1
frown,2
frowning,1
frowy,2
frozen,2
fruit,7
fruitful,1
fruits,1
fry,1
fuller,1
fully,1
fur,1
furies,1
furious,1
furnish,2
furrows,3
furthest,1
gabriel,2
gain,9
gained,1
gainen,1
galage,3
gall,3
gallant,1
gallimaufrey,1
game,3
gan,18
gang,4
gape,1
garden,1
garland,4
garlands,5
garments,1
garnish,1
gars,3
gasp,1
gasping,1
gastful,2
gate,4
gates,1
gather,5
gathered,2
gaudy,3
gazd,1
gaze,1
gelliflowers,1
gelt,2
general,4
generally,5
generously,1
genius,1
gentle,3
gentleman,2
gently,1
ghastly,2
ghosts,2
gia,1
giant,2
gibberish,1
gift,1
gifts,5
gilded,1
gilden,1
gilt,1
gin,3
ginneth,2
ginnst,1
gins,2
gird,1
girdle,2
girt,2
giusts,2
giveth,1
glad,1
glance,1
glanceth,1
glancing,1
glass,4
glasses,1
glee,3
glen,1
glide,1
glider,1
glittering,2
gloga,25
glogue,14
glogues,10
gloria,1
glorious,2
glory,4
gloss,1
glossary,2
glossing,1
glove,1
glow,1
glutted,1
goat,3
goatherd,2
goatherds,5
goats,3
god,31
goda,1
goddess,3
gods,11
gold,2
golden,3
good,64
goodday,1
goodlihead,1
goodly,2
goodlyhead,1
goodman,3
goodness,2
goodwill,1
gout,1
governance,1
government,2
grace,9
graceless,2
graces,2
gracious,1
